Nama Kos,Alamat Kos,Fasilitas,Harga
Kost Murah Pasar Santa Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.300.000
Kost Zarus 1 Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.400.000
Kost Jasmine Tipe A Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·Kasur ·Akses 24 Jam,Rp4.500.000
Kost Wisma Kaesang Tipe A Mampang Prapatan Jakarta Selatan,Mampang Prapatan,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
3.1",Rp2.750.000
Kost Achmad Saepudin I Tipe A Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,Akses 24 Jam,Rp1.800.000
Kost Rengas 2 Kebayoran Baru Jakarta Selatan,Kebayoran Baru,"K. Mandi Dalam ·WiFi ·Kasur
5.0",Rp3.000.000
Kost Infinite Residence Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.500.000
Kost Giri Enam Home Single Bed Window Lt 3 Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.200.000
Kost Haji Edi Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·WiFi ·Kasur ·Akses 24 Jam,Rp800.000
Kost 55 Kalibata Tipe C Pancoran Jakarta Selatan,Kecamatan Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp3.500.000
Kost 55 Kalibata Tipe B Pancoran Jakarta Selatan,Kecamatan Pancoran,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur
3.6",Rp2.600.000
Kost Akanaka Residence Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp1.300.000
Kost Jabu Hasian Cipete Lt 2 Cilandak Jakarta Selatan,Kecamatan Cilandak,AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.600.000
Kost Soffiyan Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kasur ·Akses 24 Jam,Rp1.800.000
Kost Abdul Majid Urban Residence Deluxe Kebayoran Baru Jakarta Selatan,Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.300.000
Kost Giri Enam Home King Bed Balcony Lt 2 Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.400.000
Kost Giri Enam Home King Bed Balkon Lt 3 Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.700.000
Kost Ayuni Pancoran Jakarta Selatan,Pancoran,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur
5.0",Rp750.000
Kost H Studio Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.200.000
Kost A&R Residence Tipe C Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp4.000.000
Kost D Arrasoe Tipe A Mampang Prapatan Jakarta Selatan,Mampang Prapatan,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
3.9",Rp2.485.000
Kost Giri Enam Home Twin Bed Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.300.000
Kost Mampang Residence 94 Mampang Prapatan Jakarta Selatan,Mampang Prapatan,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
4.9",Rp3.000.000
Kost Dedy 26 Tipe A Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
4.8",Rp3.000.000
Kost Pak Rahmani Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·WiFi ·Kasur ·Akses 24 Jam,Rp5.000.000
Kost Mumtaz 1 Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·Kasur,Rp3.500.000
Kost Cemara Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.500.000
Kost Ceria Sekali Tipe A Mampang Prapatan Jakarta Selatan,Mampang Prapatan,"K. Mandi Dalam ·WiFi ·Kasur ·Akses 24 Jam
1.0",Rp5.200.000
Kost Ceria Sekali Tipe B Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp3.260.000
Kost Ekslusif Edomora Residence Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
5.0",Rp3.000.000
Rumah Kontrakan Achmad Saepudin Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kasur ·Akses 24 Jam,Rp2.550.000
Kost Tendean C3 Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp5.200.000
Kost Adimas Tipe B Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,"Kasur ·Akses 24 Jam
4.6",Rp3.500.000
Kost A&R Residence Tipe B Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.800.000
Kost Hj Ros Tipe B Pancoran Jakarta Selatan,Kecamatan Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp2.650.000
Kost Moses Mampang Prapatan Jakarta Selatan,Mampang Prapatan,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
5.0",Rp2.900.000
Kost Duren Tiga Tipe D Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.750.000
Kost Yustin Tipe F Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.100.000
Kost Duren Tiga Tipe B Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·WiFi ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.050.000
Kost Whites Tipe C Pancoran Jakarta Selatan,Kecamatan Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp2.000.000
Kost D Arrasoe Tipe A Mampang Prapatan Jakarta Selatan,Mampang Prapatan,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
3.9",Rp1.500.000
Kost Giri Enam Home Twin Bed Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.500.000
Kost Mampang Residence 94 Mampang Prapatan Jakarta Selatan,Mampang Prapatan,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
4.9",Rp3.600.000
Kost Dedy 26 Tipe A Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
4.8",promo 2024
Kost Pak Rahmani Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·WiFi ·Kasur ·Akses 24 Jam,Rp1.400.000
Kost Mumtaz 1 Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·Kasur,Rp4.300.000
Kost Cemara Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp800.000
Kost Ceria Sekali Tipe A Mampang Prapatan Jakarta Selatan,Mampang Prapatan,"K. Mandi Dalam ·WiFi ·Kasur ·Akses 24 Jam
1.0",Rp4.000.000
Kost Ceria Sekali Tipe B Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp2.400.000
Kost Ekslusif Edomora Residence Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
5.0",Rp1.800.000
Rumah Kontrakan Achmad Saepudin Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kasur ·Akses 24 Jam,Rp2.100.000
Kost Tendean C3 Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp2.500.000
Kost Adimas Tipe B Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,"Kasur ·Akses 24 Jam
4.6",Rp1.250.000
Kost A&R Residence Tipe B Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp2.500.000
Kost Hj Ros Tipe B Pancoran Jakarta Selatan,Kecamatan Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp1.800.000
Kost Moses Mampang Prapatan Jakarta Selatan,Mampang Prapatan,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
5.0",Rp2.650.000
Kost Duren Tiga Tipe D Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp2.900.000
Kost Yustin Tipe F Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.750.000
Kost Duren Tiga Tipe B Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·WiFi ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.100.000
Kost Whites Tipe C Pancoran Jakarta Selatan,Kecamatan Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.050.000
Kost Rengas 2 Kebayoran Baru Jakarta Selatan,Kebayoran Baru,"K. Mandi Dalam ·WiFi ·Kasur
5.0",Rp2.000.000
Kost Infinite Residence Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.500.000
Kost Giri Enam Home Single Bed Window Lt 3 Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.500.000
Kost Haji Edi Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·WiFi ·Kasur ·Akses 24 Jam,Rp3.600.000
Kost 55 Kalibata Tipe C Pancoran Jakarta Selatan,Kecamatan Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,promo 2024
Kost 55 Kalibata Tipe B Pancoran Jakarta Selatan,Kecamatan Pancoran,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur
3.6",Rp1.400.000
Kost Akanaka Residence Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp4.300.000
Kost Jabu Hasian Cipete Lt 2 Cilandak Jakarta Selatan,Kecamatan Cilandak,AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp800.000
Kost Soffiyan Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kasur ·Akses 24 Jam,Rp4.000.000
Kost Abdul Majid Urban Residence Deluxe Kebayoran Baru Jakarta Selatan,Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp2.400.000
Kost Giri Enam Home King Bed Balcony Lt 2 Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.800.000
Kost Giri Enam Home King Bed Balkon Lt 3 Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp2.100.000
Kost Ayuni Pancoran Jakarta Selatan,Pancoran,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur
5.0",Rp2.500.000
Kost H Studio Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.250.000
Kost A&R Residence Tipe C Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp2.500.000
Kost Mampang 55 Tipe A Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·Kloset Duduk ·Kasur,Rp1.200.000
Kost Furqon Tipe AC Kemang Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp4.000.000
Kost Yanda Bunda Residence Tipe A Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp2.485.000
Kost Mawar 1 Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·Kasur ·Akses 24 Jam,Rp1.300.000
Kost Kebalen Tipe B Kebayoran Baru Jakarta Selatan,Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp3.000.000
Kost Darmani Kebayoran Baru Jakarta Selatan,Kebayoran Baru,K. Mandi Dalam ·WiFi ·Kasur,Rp3.000.000
Kost Rumah Amel Executive Pasar Minggu Jakarta Selatan,Pasar Minggu,K. Mandi Dalam ·WiFi ·AC ·Kasur ·Akses 24 Jam,Rp5.000.000
Kost Barakah Dua Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·AC ·Kasur,Rp3.500.000
Kost Rumah Soea Tipe B Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.500.000
Kost Omah Tentrem Wijaya Twin Bed Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp5.200.000
Kost Bu Novi Tipe A Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,Kasur ·Akses 24 Jam,Rp3.260.000
Kost River 8 Tipe A Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp3.000.000
Kost Griyakoe Tipe A Pancoran Jakarta Selatan,Kecamatan Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp2.550.000
Kost Warung Buncit Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·Kasur ·Akses 24 Jam,Rp5.200.000
Kost Barakah 3 Pancoran Jakarta Selatan,Kecamatan Pancoran,AC ·Kasur,Rp3.500.000
Kost Barakah Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·Kasur,Rp2.000.000
Kost Ananda Harian Pancoran Jakarta Selatan,Kecamatan Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp2.300.000
Kost Karyawati Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,Kloset Duduk ·Kasur ·Akses 24 Jam,Rp2.500.000
Kost Ibu Karino Mampang Prapatan Jakarta Selatan,Mampang Prapatan,Kloset Duduk ·Kasur,Rp1.000.000
Kost Cahaya Pancoran Jakarta Selatan,Kecamatan Pancoran,Kasur,Rp2.500.000
Kost Sisca Amalia Oktaviani Tegal Parang Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.100.000
Kost Al Barokah Pondok Jaya X Tipe C Kramat jati Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp2.250.000
Kost Padang Setyo Tipe A Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·Kasur ·Akses 24 Jam,Rp1.300.000
Kost Minimalis Pondok Jaya Mampang Prapatan Jakarta Selatan,Mampang Prapatan,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
4.0",Rp3.600.000
Kost Barokah Bangka Tipe A Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp3.800.000
Kost Singgahsini Attahiriyah Pejaten Tipe A Pasar Minggu Jakarta Selatan,Pasar Minggu,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
4.9",Rp730.000
Kost Singgahsini RR Mansion Tipe E Pancoran Jakarta Selatan,Pancoran,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
5.0",Rp1.750.000
Kost Singgahsini RR Mansion Tipe D Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp3.000.000
Kost Singgahsini RR Mansion Tipe C Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.000.000
Kost Singgahsini RR Mansion Tipe B Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.750.000
Kost Singgahsini Nathan Kemang Utara Tipe D Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp900.000
Kost Singgahsini RR Mansion Tipe A Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp2.000.000
Kost Singgahsini Nathan Kemang Utara Tipe A Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp800.000
Kost Singgahsini Vit Tipe B Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp800.000
Kost Singgahsini Kemang 6 Tipe C Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp700.000
Kost Singgahsini White House Tipe B Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
4.6",Rp2.000.000
Kost Apik Pondok Jaya VIII Tipe D Mampang Prapatan Jakarta Selatan,Mampang Prapatan,WiFi ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.499.000
Kost 37 Syariah Tipe B Pancoran Jakarta Selatan,Pancoran,"K. Mandi Dalam ·Kloset Duduk ·Kasur ·Akses 24 Jam
3.3",Rp1.000.000
Kost Bapak Revi Mampang Prapatan Jakarta Selatan,Mampang Prapatan,WiFi ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.400.000
Kost A&R Residence Tipe A Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Akses 24 Jam,Rp1.800.000
Kost House Of Bless Tipe A Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kasur,Rp1.930.000
Kost Kalibata Tipe 1 Pancoran Jakarta Selatan,Kecamatan Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp3.475.000
Kost Verdita I Cilandak Jakarta Selatan,Kecamatan Cilandak,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp3.725.000
Kost Yanda Bunda Residence Tipe C Single Bed Mampang Prapatan Jakarta Selatan,Mampang Prapatan,WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp4.075.000
Kost Zulkarnain Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·Kasur,Rp4.275.000
Kost Arraihan Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,Kasur ·Akses 24 Jam,Rp3.275.000
Kost Bangka BnB Tipe A Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp4.825.000
Kost Griya TAS Standar Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp3.225.000
Kost Budibwenk E3 Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,Kloset Duduk ·Kasur,Rp3.625.000
Kost Double Eight Tipe A Pancoran Jakarta Selatan,Pancoran,WiFi ·AC ·Kloset Duduk ·Kasur,Rp2.875.000
Kost D Arrasoe Tipe A Mampang Prapatan Jakarta Selatan,Mampang Prapatan,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
3.9",Ngekos di SS SatSet Gak Macet
Kost Giri Enam Home Twin Bed Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp2.805.000
Kost Mampang Residence 94 Mampang Prapatan Jakarta Selatan,Mampang Prapatan,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
4.9",Rp1.650.000
Kost Dedy 26 Tipe A Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
4.8",Rp1.300.000
Kost Pak Rahmani Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·WiFi ·Kasur ·Akses 24 Jam,Rp1.400.000
Kost Mumtaz 1 Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·Kasur,Rp4.500.000
Kost Cemara Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp2.750.000
Kost Ceria Sekali Tipe A Mampang Prapatan Jakarta Selatan,Mampang Prapatan,"K. Mandi Dalam ·WiFi ·Kasur ·Akses 24 Jam
1.0",Rp1.800.000
Kost Ceria Sekali Tipe B Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp3.000.000
Kost Ekslusif Edomora Residence Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,"K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam
5.0",Rp1.500.000
Rumah Kontrakan Achmad Saepudin Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kasur ·Akses 24 Jam,Rp1.200.000
Kost Tendean C3 Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp800.000
Kost Adimas Tipe B Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,"Kasur ·Akses 24 Jam
4.6",Rp3.500.000
Kost A&R Residence Tipe B Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp2.600.000
Kost Hj Ros Tipe B Pancoran Jakarta Selatan,Kecamatan Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp1.300.000
Kost 37 Syariah Tipe B Pancoran Jakarta Selatan,Pancoran,"K. Mandi Dalam ·Kloset Duduk ·Kasur ·Akses 24 Jam
3.3",Rp1.600.000
Kost Bapak Revi Mampang Prapatan Jakarta Selatan,Mampang Prapatan,WiFi ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.800.000
Kost A&R Residence Tipe A Kebayoran Baru Jakarta Selatan,Kecamatan Kebayoran Baru,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Akses 24 Jam,Rp2.650.000
Kost House Of Bless Tipe A Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kasur,Rp2.900.000
Kost Kalibata Tipe 1 Pancoran Jakarta Selatan,Kecamatan Pancoran,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.750.000
Kost Verdita I Cilandak Jakarta Selatan,Kecamatan Cilandak,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.100.000
Kost Yanda Bunda Residence Tipe C Single Bed Mampang Prapatan Jakarta Selatan,Mampang Prapatan,WiFi ·AC ·Kloset Duduk ·Kasur ·Akses 24 Jam,Rp1.050.000
Kost Zulkarnain Pancoran Jakarta Selatan,Pancoran,K. Mandi Dalam ·Kasur,Rp2.000.000
Kost Arraihan Mampang Prapatan Jakarta Selatan,Kecamatan Mampang Prapatan,Kasur ·Akses 24 Jam,Rp1.500.000
Kost Bangka BnB Tipe A Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp1.500.000
Kost Griya TAS Standar Mampang Prapatan Jakarta Selatan,Mampang Prapatan,K. Mandi Dalam ·WiFi ·AC ·Kloset Duduk ·Kasur,Rp3.600.000
